siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,totalN,Cl,SO4,Br,hplus,svol,ppt,fullChemLab,daysSample,startDate,lastDate
NC25,Annual,1981,96,100,92,1.535,0.484,0.304,1.411,2.448,11.700,4.545,2.489,24.631,-9,0.422,80863.6,138.301,44,364,"1980-12-30 00:00","1981-12-29 00:00"
NC25,Annual,1982,94,100,97,1.150,0.456,0.347,2.409,2.081,10.715,4.037,4.290,22.908,-9,0.388,116586.2,182.535,48,371,"1981-12-29 00:00","1983-01-04 00:00"
NC25,Annual,1983,79,100,88,1.600,0.395,0.533,1.837,3.278,12.500,5.371,3.555,24.092,-9,0.396,116519.8,197.476,36,364,"1983-01-04 00:00","1984-01-03 00:00"
NC25,Annual,1984,68,100,75,2.860,0.576,0.648,2.698,3.777,13.724,6.035,5.486,26.351,-9,0.399,87320.4,179.870,28,371,"1984-01-03 00:00","1985-01-08 00:00"
NC25,Annual,1985,55,96,61,0.712,0.259,0.181,1.010,1.683,9.902,3.544,2.058,23.196,-9,0.470,51611.8,129.444,24,357,"1985-01-08 00:00","1985-12-31 00:00"
NC25,Annual,1986,92,100,90,0.911,0.240,0.316,1.227,1.644,10.371,3.620,2.137,19.135,-9,0.348,74379.9,126.471,40,364,"1985-12-31 00:00","1986-12-30 00:00"
NC25,Annual,1987,87,100,87,0.744,0.219,0.190,1.152,1.925,11.153,4.015,2.172,22.584,-9,0.458,82390.6,145.797,39,364,"1986-12-30 00:00","1987-12-29 00:00"
NC25,Annual,1988,76,100,77,0.817,0.242,0.191,1.672,1.251,10.681,3.385,2.961,22.204,-9,0.428,61330.5,127.610,35,371,"1987-12-29 00:00","1989-01-03 00:00"
NC25,Annual,1989,87,100,81,1.192,0.304,0.678,1.823,3.669,15.262,6.299,3.225,27.182,-9,0.512,121124.4,233.719,41,364,"1989-01-03 00:00","1990-01-02 00:00"
NC25,Annual,1990,90,100,94,0.901,0.419,0.482,2.807,3.289,12.864,5.462,5.007,23.926,-9,0.447,118847.8,209.510,42,363,"1990-01-02 00:00","1990-12-31 00:00"
NC25,Annual,1991,96,100,99,1.315,0.363,0.433,2.440,2.215,13.065,4.673,4.049,23.639,-9,0.455,110180.8,173.052,48,365,"1990-12-31 00:00","1991-12-31 00:00"
NC25,Annual,1992,77,100,83,0.570,0.160,0.319,1.209,2.442,12.368,4.691,2.282,23.823,-9,0.466,117256.1,228.194,35,364,"1991-12-31 00:00","1992-12-29 00:00"
NC25,Annual,1993,91,100,90,0.645,0.177,0.210,1.193,2.015,10.656,3.973,2.096,18.056,-9,0.358,90105.7,161.216,44,371,"1992-12-29 00:00","1994-01-04 00:00"
NC25,Annual,1994,92,100,95,1.095,0.284,0.365,2.210,2.737,12.467,4.943,3.831,20.921,-9,0.426,127794.0,202.719,44,364,"1994-01-04 00:00","1995-01-03 00:00"
NC25,Annual,1995,91,100,94,0.847,0.212,0.443,1.463,2.927,12.804,5.166,2.368,19.542,-9,0.410,117801.9,192.535,46,371,"1995-01-03 00:00","1996-01-09 00:00"
NC25,Annual,1996,90,100,85,1.132,0.302,0.264,2.435,2.680,13.663,5.169,3.944,20.193,-9,0.441,105934.7,188.721,43,357,"1996-01-09 00:00","1996-12-31 00:00"
NC25,Annual,1997,87,100,98,0.721,0.203,0.296,1.461,2.275,12.412,4.572,2.608,19.385,-9,0.430,118397.7,184.976,43,364,"1996-12-31 00:00","1997-12-30 00:00"
NC25,Annual,1998,85,98,92,1.037,0.184,0.218,1.021,1.924,10.207,3.801,2.041,14.525,-9,0.304,102189.6,167.334,39,364,"1997-12-30 00:00","1998-12-29 00:00"
NC25,Annual,1999,87,100,97,1.222,0.241,0.332,1.372,2.685,11.688,4.726,2.594,17.193,-9,0.331,96790.4,150.817,40,364,"1998-12-29 00:00","1999-12-28 00:00"
NC25,Annual,2000,89,100,91,0.729,0.141,0.176,0.859,1.776,9.245,3.469,1.564,13.186,-9,0.270,70363.6,117.627,37,371,"1999-12-28 00:00","2001-01-02 00:00"
NC25,Annual,2001,90,100,98,0.564,0.175,0.175,1.182,1.745,9.157,3.425,2.282,14.944,-9,0.313,81936.6,134.264,36,365,"2001-01-02 00:00","2002-01-02 00:00"
NC25,Annual,2002,88,100,98,0.663,0.187,0.391,1.309,2.176,9.590,3.857,2.414,13.976,-9,0.271,111288.8,170.028,41,363,"2002-01-02 00:00","2002-12-31 00:00"
NC25,Annual,2003,88,100,85,1.030,0.227,0.268,1.463,3.049,12.507,5.195,2.885,19.162,-9,0.378,115394.9,206.043,44,364,"2002-12-31 00:00","2003-12-30 00:00"
NC25,Annual,2004,94,100,100,0.833,0.208,0.434,1.441,2.499,9.945,4.188,2.708,15.985,-9,0.322,113986.3,173.558,48,364,"2003-12-30 00:00","2004-12-28 00:00"
NC25,Annual,2005,89,100,98,1.124,0.245,0.409,1.512,3.330,12.339,5.375,2.840,20.266,-9,0.390,132070.2,204.292,42,371,"2004-12-28 00:00","2006-01-03 00:00"
NC25,Annual,2006,92,100,98,1.071,0.249,0.337,1.628,2.596,9.769,4.224,2.992,18.893,-9,0.337,91393.1,146.685,43,365,"2006-01-03 00:00","2007-01-03 00:00"
NC25,Annual,2007,92,100,95,0.800,0.156,0.211,0.867,2.867,7.945,4.023,1.678,16.835,-9,0.292,69267.6,111.124,34,363,"2007-01-03 00:00","2008-01-01 00:00"
NC25,Annual,2008,90,100,95,1.290,0.284,0.284,1.872,1.942,7.344,3.168,3.360,11.711,-9,0.193,90993.3,141.783,41,364,"2008-01-01 00:00","2008-12-30 00:00"
NC25,Annual,2009,94,100,96,1.025,0.201,0.290,1.559,2.517,8.555,3.889,2.740,11.518,-9,0.214,120551.4,222.783,42,364,"2008-12-30 00:00","2009-12-29 00:00"
NC25,Annual,2010,92,100,96,0.823,0.170,0.241,1.106,1.787,7.332,3.045,2.000,8.325,-9,0.169,88025.0,141.826,44,364,"2009-12-29 00:00","2010-12-28 00:00"
NC25,Annual,2011,92,100,98,1.335,0.329,0.384,1.883,2.889,7.990,4.050,3.218,9.910,-9,0.144,116968.2,182.842,44,371,"2010-12-28 00:00","2012-01-03 00:00"
NC25,Annual,2012,94,98,97,1.018,0.216,0.355,1.141,2.945,8.063,4.110,1.958,8.171,-9,0.127,99206.4,154.175,46,364,"2012-01-03 00:00","2013-01-01 00:00"
NC25,Annual,2013,90,100,95,1.230,0.335,0.358,1.968,2.750,8.295,4.011,3.510,9.726,-9,0.155,138294.1,223.596,44,364,"2013-01-01 00:00","2013-12-31 00:00"
NC25,Annual,2014,94,100,96,0.662,0.147,0.177,0.751,1.737,6.285,2.769,1.340,5.638,-9,0.131,94656.1,147.199,43,363,"2013-12-31 00:00","2014-12-29 00:00"
NC25,Annual,2015,84,98,89,0.468,0.167,0.284,1.071,1.472,5.787,2.451,1.890,4.583,-9,0.117,98983.9,167.267,41,365,"2014-12-29 00:00","2015-12-29 00:00"
NC25,Annual,2016,92,100,85,0.792,0.218,0.259,1.283,2.471,7.371,3.585,2.184,5.173,-9,0.097,75801.6,136.500,36,371,"2015-12-29 00:00","2017-01-03 00:00"
NC25,Annual,2017,96,100,94,1.020,0.247,0.819,1.283,2.814,6.849,3.733,2.195,5.597,-9,0.093,94971.0,154.601,40,364,"2017-01-03 00:00","2018-01-02 00:00"
NC25,Annual,2018,88,98,95,1.185,0.252,0.782,1.513,2.497,8.549,3.871,3.001,5.447,-9,0.164,136479.4,252.173,45,365,"2018-01-02 00:00","2019-01-02 00:00"
NC25,Annual,2019,92,100,92,1.136,0.253,0.652,1.494,3.030,8.018,4.166,2.525,6.524,-9,0.156,131261.1,210.448,41,363,"2019-01-02 00:00","2019-12-31 00:00"
NC29,Annual,2002,45,50,93,0.403,0.202,0.371,1.326,1.190,5.538,2.175,2.496,7.482,-9,0.129,40700.0,65.000,19,364,"2002-07-02 00:00","2002-12-31 00:00"
NC29,Annual,2003,89,100,96,1.308,0.924,0.693,7.812,2.213,10.736,4.144,14.392,17.008,-9,0.304,124858.9,192.402,42,364,"2002-12-31 00:00","2003-12-30 00:00"
NC29,Annual,2004,94,100,95,0.967,0.558,0.245,4.686,1.853,8.868,3.443,8.636,13.281,-9,0.265,88190.1,136.219,44,364,"2003-12-30 00:00","2004-12-28 00:00"
NC29,Annual,2005,87,100,90,1.181,0.957,0.399,8.329,2.202,8.201,3.564,14.759,13.802,-9,0.223,95922.9,159.556,37,371,"2004-12-28 00:00","2006-01-03 00:00"
NC29,Annual,2006,92,100,95,1.436,1.152,0.484,9.920,2.722,10.104,4.398,18.070,18.504,-9,0.310,108701.3,167.006,43,364,"2006-01-03 00:00","2007-01-02 00:00"
NC29,Annual,2007,98,100,100,0.969,0.831,0.352,6.945,2.088,6.455,3.080,12.612,11.004,-9,0.162,71542.9,106.522,36,364,"2007-01-02 00:00","2008-01-01 00:00"
NC29,Annual,2008,87,100,95,1.306,0.761,0.344,6.158,3.014,8.942,4.362,11.153,14.612,-9,0.223,93391.4,143.534,42,364,"2008-01-01 00:00","2008-12-30 00:00"
NC29,Annual,2009,87,100,91,1.096,0.802,0.370,6.728,2.608,7.854,3.800,11.897,11.604,-9,0.172,99679.9,154.304,41,364,"2008-12-30 00:00","2009-12-29 00:00"
NC29,Annual,2010,96,100,100,0.927,0.646,0.295,5.494,1.630,7.068,2.863,10.075,9.443,-9,0.181,70936.2,140.518,46,364,"2009-12-29 00:00","2010-12-28 00:00"
NC29,Annual,2011,87,100,93,1.089,0.514,0.281,3.879,2.863,7.035,3.814,6.974,8.222,-9,0.106,60997.4,122.352,39,371,"2010-12-28 00:00","2012-01-03 00:00"
NC29,Annual,2012,90,100,97,0.918,0.459,0.387,3.385,2.897,8.047,4.069,6.039,8.104,-9,0.123,94846.4,143.434,43,364,"2012-01-03 00:00","2013-01-01 00:00"
NC29,Annual,2013,83,100,78,0.770,0.592,0.301,4.600,1.262,5.438,2.209,8.319,5.896,-9,0.092,58835.3,111.658,41,364,"2013-01-01 00:00","2013-12-31 00:00"
NC29,Annual,2014,80,100,79,0.845,0.507,0.507,4.024,2.672,7.271,3.718,7.271,7.423,-9,0.120,91731.9,169.089,39,364,"2013-12-31 00:00","2014-12-30 00:00"
NC29,Annual,2015,95,99,97,1.085,1.137,0.945,8.939,2.239,6.945,3.309,16.373,7.400,-9,0.116,116095.5,174.930,46,368,"2014-12-30 00:00","2015-12-29 00:00"
NC29,Annual,2016,83,100,89,0.935,0.592,1.126,4.334,4.181,7.140,4.861,7.789,6.204,-9,0.089,117492.3,190.906,40,371,"2015-12-29 00:00","2017-01-03 00:00"
NC29,Annual,2017,92,100,95,0.881,0.722,0.390,5.720,2.355,6.024,3.190,10.444,5.301,-9,0.090,92256.0,144.450,40,364,"2017-01-03 00:00","2018-01-02 00:00"
NC29,Annual,2018,88,100,91,1.486,1.204,0.564,9.650,2.276,6.434,3.222,17.739,6.528,-9,0.099,115943.6,188.116,41,364,"2018-01-02 00:00","2019-01-01 00:00"
NC29,Annual,2019,92,100,94,0.787,0.669,0.388,5.438,2.055,4.874,2.698,10.112,4.322,-9,0.074,73766.4,117.445,40,364,"2019-01-01 00:00","2019-12-31 00:00"
NC33,Annual,1980,64,71,85,0.881,0.209,0.137,2.304,0.979,8.028,2.574,2.252,14.221,-9,0.244,29347.9,65.265,26,259,"1980-04-15 00:00","1980-12-30 00:00"
NC33,Annual,1981,98,100,100,1.337,0.439,0.166,1.503,1.561,9.825,3.433,2.576,17.914,-9,0.311,53578.1,97.571,46,364,"1980-12-30 00:00","1981-12-29 00:00"
NC33,Annual,1982,98,100,100,0.988,0.374,0.329,1.857,2.741,16.175,5.784,3.580,28.980,-9,0.598,90743.6,149.770,42,371,"1981-12-29 00:00","1983-01-04 00:00"
NC33,Annual,1983,15,15,100,0.086,0.069,0.037,0.563,0.271,1.918,0.644,0.907,2.774,-9,0.056,13051.6,21.502,6,56,"1983-01-04 00:00","1983-03-01 00:00"
NC34,Annual,1978,14,17,96,0.174,0.089,0.081,0.724,0.375,2.081,0.761,0.944,5.178,-9,0.082,12741.0,21.793,6,77,"1978-10-17 00:00","1979-01-02 00:00"
NC34,Annual,1979,83,90,97,1.178,0.372,0.372,3.658,2.381,12.464,4.666,3.150,29.702,-9,0.471,78928.9,124.016,38,365,"1979-01-02 00:00","1980-01-02 00:00"
NC34,Annual,1980,96,100,98,1.425,0.492,1.546,3.191,3.824,14.392,6.222,3.994,30.329,-9,0.515,63049.4,100.361,42,363,"1980-01-02 00:00","1980-12-30 00:00"
NC34,Annual,1981,98,100,99,1.390,0.536,0.447,1.975,2.472,12.923,4.840,3.603,27.147,-9,0.482,65227.2,99.258,40,364,"1980-12-30 00:00","1981-12-29 00:00"
NC34,Annual,1982,96,100,99,1.528,0.393,0.393,1.473,3.449,13.698,5.774,2.827,29.098,-9,0.486,70359.7,109.144,46,371,"1981-12-29 00:00","1983-01-04 00:00"
NC34,Annual,1983,98,100,100,1.235,0.459,0.722,2.307,3.400,11.939,5.339,4.187,20.653,-9,0.353,72265.5,109.332,44,364,"1983-01-04 00:00","1984-01-03 00:00"
NC34,Annual,1984,94,100,97,1.630,0.514,1.228,1.429,2.847,12.447,5.024,2.858,22.203,-9,0.380,72650.6,111.631,39,365,"1984-01-03 00:00","1985-01-02 00:00"
NC34,Annual,1985,98,100,100,1.337,0.259,0.519,0.798,2.105,9.240,3.723,1.816,17.692,-9,0.331,64640.0,99.784,39,363,"1985-01-02 00:00","1985-12-31 00:00"
NC34,Annual,1986,75,100,76,0.360,0.156,0.231,0.938,1.952,9.861,3.744,1.612,17.675,-9,0.344,32952.6,68.007,26,364,"1985-12-31 00:00","1986-12-30 00:00"
NC34,Annual,1987,96,100,99,0.715,0.273,0.375,1.317,2.510,11.947,4.649,2.407,21.066,-9,0.413,76593.5,113.561,45,364,"1986-12-30 00:00","1987-12-29 00:00"
NC34,Annual,1988,91,100,98,0.842,0.210,0.190,1.182,1.884,12.375,4.259,2.164,25.712,-9,0.486,67972.1,100.202,44,371,"1987-12-29 00:00","1989-01-03 00:00"
NC34,Annual,1989,98,100,100,1.119,0.313,0.998,1.179,3.609,14.014,5.970,2.334,25.886,-9,0.428,82380.3,120.290,43,364,"1989-01-03 00:00","1990-01-02 00:00"
NC34,Annual,1990,87,100,92,1.004,0.434,0.657,2.430,3.881,12.274,5.788,4.476,20.816,-9,0.338,63636.9,123.979,38,365,"1990-01-02 00:00","1991-01-02 00:00"
NC34,Annual,1991,92,100,98,0.815,0.250,0.296,2.000,2.315,11.342,4.361,2.972,18.721,-9,0.339,62505.1,92.588,40,363,"1991-01-02 00:00","1991-12-31 00:00"
NC34,Annual,1992,92,100,97,0.650,0.235,0.762,1.155,2.635,10.450,4.408,2.153,17.200,-9,0.299,74571.9,112.127,42,364,"1991-12-31 00:00","1992-12-29 00:00"
NC34,Annual,1993,81,100,85,0.499,0.166,0.218,1.060,1.933,9.654,3.683,2.058,17.095,-9,0.329,59450.2,103.920,38,371,"1992-12-29 00:00","1994-01-04 00:00"
NC34,Annual,1994,96,100,95,0.713,0.315,0.598,2.077,3.462,11.489,5.286,3.987,21.865,-9,0.401,68756.3,104.920,45,364,"1994-01-04 00:00","1995-01-03 00:00"
NC34,Annual,1995,94,100,99,0.770,0.265,0.451,1.659,3.783,13.619,6.016,2.934,20.906,-9,0.413,90691.1,132.738,43,364,"1995-01-03 00:00","1996-01-02 00:00"
NC34,Annual,1996,94,100,92,0.862,0.216,0.530,1.392,2.883,12.019,4.956,2.704,18.756,-9,0.357,61454.3,89.828,44,364,"1996-01-02 00:00","1996-12-31 00:00"
NC34,Annual,1997,84,96,88,0.572,0.215,0.327,1.410,2.402,11.753,4.521,2.698,18.407,-9,0.387,60175.8,102.203,39,364,"1996-12-31 00:00","1997-12-30 00:00"
NC34,Annual,1998,92,100,88,0.798,0.217,0.572,0.954,2.159,9.903,3.915,2.515,15.175,-9,0.290,51852.1,86.714,38,364,"1997-12-30 00:00","1998-12-29 00:00"
NC34,Annual,1999,87,100,93,0.851,0.208,0.237,1.098,2.770,12.733,5.029,2.493,19.955,-9,0.394,59778.5,98.935,40,364,"1998-12-29 00:00","1999-12-28 00:00"
NC34,Annual,2000,91,100,98,0.713,0.150,0.444,0.649,2.503,10.834,4.392,1.647,16.972,-9,0.324,50417.7,79.197,32,371,"1999-12-28 00:00","2001-01-02 00:00"
NC34,Annual,2001,90,100,97,0.641,0.175,0.540,0.898,3.219,9.246,4.590,2.173,15.738,-9,0.249,44744.4,67.488,36,365,"2001-01-02 00:00","2002-01-02 00:00"
NC34,Annual,2002,92,100,88,0.560,0.161,0.588,0.826,1.936,8.341,3.388,1.926,14.547,-9,0.257,56407.8,94.893,36,363,"2002-01-02 00:00","2002-12-31 00:00"
NC34,Annual,2003,84,100,94,1.308,0.244,0.863,0.920,4.457,14.420,6.720,2.329,26.496,-9,0.426,90625.7,143.764,40,364,"2002-12-31 00:00","2003-12-30 00:00"
NC34,Annual,2004,88,100,95,0.735,0.228,0.684,1.212,3.418,10.264,4.975,2.548,18.312,-9,0.317,67657.9,103.577,40,364,"2003-12-30 00:00","2004-12-28 00:00"
NC34,Annual,2005,92,100,98,0.879,0.227,0.858,1.075,5.119,10.310,6.306,2.409,18.758,-9,0.285,68545.7,103.409,39,371,"2004-12-28 00:00","2006-01-03 00:00"
NC34,Annual,2006,96,100,99,1.069,0.239,0.801,1.069,3.301,9.140,4.630,2.318,16.429,-9,0.258,64397.3,95.406,44,364,"2006-01-03 00:00","2007-01-02 00:00"
NC34,Annual,2007,88,100,90,0.514,0.156,0.467,0.724,1.881,5.210,2.638,1.394,9.283,-9,0.127,41398.3,67.657,22,364,"2007-01-02 00:00","2008-01-01 00:00"
NC34,Annual,2008,96,100,99,0.924,0.258,0.505,1.472,3.257,8.362,4.419,2.741,13.607,-9,0.194,67730.4,107.480,40,364,"2008-01-01 00:00","2008-12-30 00:00"
NC34,Annual,2009,95,100,96,1.010,0.252,0.719,1.136,4.557,8.621,5.488,2.057,11.196,-9,0.137,80816.9,126.221,43,364,"2008-12-30 00:00","2009-12-29 00:00"
NC34,Annual,2010,87,100,95,0.869,0.271,0.948,1.592,4.121,9.348,5.313,2.867,11.413,-9,0.142,71498.7,112.893,39,364,"2009-12-29 00:00","2010-12-28 00:00"
NC34,Annual,2011,83,100,91,0.934,0.239,0.911,1.218,5.056,8.312,5.806,2.118,10.339,-9,0.109,65376.2,113.866,33,371,"2010-12-28 00:00","2012-01-03 00:00"
NC34,Annual,2012,84,100,82,0.680,0.189,1.131,0.680,4.590,7.205,5.194,1.303,6.476,-9,0.044,41564.5,81.970,36,365,"2012-01-03 00:00","2013-01-02 00:00"
NC34,Annual,2013,93,100,96,0.704,0.230,0.677,1.531,4.226,7.342,4.942,2.357,7.166,-9,0.076,80534.8,135.458,44,363,"2013-01-02 00:00","2013-12-31 00:00"
NC34,Annual,2014,86,100,90,0.473,0.151,0.323,0.872,2.604,5.337,3.229,1.528,5.003,-9,0.067,60313.1,107.594,41,364,"2013-12-31 00:00","2014-12-30 00:00"
NC34,Annual,2015,89,100,83,0.444,0.174,0.290,1.042,2.722,5.299,3.312,1.815,3.890,-9,0.048,50215.3,96.520,40,364,"2014-12-30 00:00","2015-12-29 00:00"
NC34,Annual,2016,92,100,98,0.575,0.179,0.320,0.989,2.817,5.615,3.457,1.686,3.975,-9,0.046,56564.6,94.204,38,371,"2015-12-29 00:00","2017-01-03 00:00"
NC34,Annual,2017,92,100,98,0.686,0.191,0.326,1.113,3.193,5.711,3.771,1.967,4.047,-9,0.050,71403.9,112.426,37,364,"2017-01-03 00:00","2018-01-02 00:00"
NC34,Annual,2018,85,100,89,0.587,0.212,0.440,1.336,3.716,7.203,4.514,2.298,4.286,-9,0.072,92931.2,162.966,40,363,"2018-01-02 00:00","2018-12-31 00:00"
NC34,Annual,2019,89,100,89,0.468,0.137,0.411,0.868,2.809,5.116,3.339,1.473,3.666,-9,0.058,61545.2,114.198,37,364,"2018-12-31 00:00","2020-01-01 00:00"
NC35,Annual,1978,19,19,100,0.156,0.113,0.055,1.066,0.206,1.109,0.411,1.491,2.976,-9,0.059,15381.0,24.003,10,70,"1978-10-24 00:00","1979-01-02 00:00"
NC35,Annual,1979,98,100,98,1.302,0.787,0.438,7.105,1.483,9.567,3.313,8.639,21.482,-9,0.287,82364.3,128.941,44,365,"1979-01-02 00:00","1980-01-02 00:00"
NC35,Annual,1980,100,100,100,1.165,0.513,0.478,3.938,2.039,11.512,4.185,6.047,21.533,-9,0.364,70107.7,116.520,45,363,"1980-01-02 00:00","1980-12-30 00:00"
NC35,Annual,1981,98,100,100,1.175,0.542,0.305,2.249,1.967,10.511,3.902,3.831,20.490,-9,0.353,72061.4,113.018,44,364,"1980-12-30 00:00","1981-12-29 00:00"
NC35,Annual,1982,81,100,74,1.136,0.574,0.315,2.892,1.969,10.802,3.970,5.199,21.165,-9,0.342,53335.5,112.522,36,371,"1981-12-29 00:00","1983-01-04 00:00"
NC35,Annual,1983,92,98,97,1.220,0.725,0.445,4.856,2.187,9.890,3.933,9.102,19.883,-9,0.317,81505.9,127.126,39,364,"1983-01-04 00:00","1984-01-03 00:00"
NC35,Annual,1984,92,100,98,1.776,0.676,0.424,3.869,2.213,11.144,4.237,6.665,20.472,-9,0.345,83042.4,132.508,40,365,"1984-01-03 00:00","1985-01-02 00:00"
NC35,Annual,1985,88,100,69,0.693,0.390,0.273,2.078,1.639,8.195,3.125,3.873,13.805,-9,0.245,42789.2,97.563,37,363,"1985-01-02 00:00","1985-12-31 00:00"
NC35,Annual,1986,85,100,93,0.615,0.267,0.267,1.533,1.801,8.655,3.354,2.728,15.323,-9,0.259,56619.1,89.140,35,364,"1985-12-31 00:00","1986-12-30 00:00"
NC35,Annual,1987,69,100,69,0.593,0.426,0.241,2.817,1.779,8.061,3.203,5.448,14.305,-9,0.251,44098.6,92.650,29,364,"1986-12-30 00:00","1987-12-29 00:00"
NC35,Annual,1988,85,100,83,0.895,0.286,0.129,1.846,1.209,9.259,3.031,3.074,17.226,-9,0.310,53372.4,92.313,40,371,"1987-12-29 00:00","1989-01-03 00:00"
NC35,Annual,1989,85,100,85,0.765,0.408,0.357,3.084,2.677,11.854,4.757,5.544,19.488,-9,0.338,74232.2,127.458,41,364,"1989-01-03 00:00","1990-01-02 00:00"
NC35,Annual,1990,100,100,100,0.726,0.447,0.261,3.483,2.720,10.022,4.377,6.194,17.287,-9,0.301,63647.9,93.141,41,364,"1990-01-02 00:00","1991-01-01 00:00"
NC35,Annual,1991,98,100,100,0.534,0.261,0.211,2.011,2.768,10.662,4.559,3.711,18.271,-9,0.337,85730.6,124.123,45,364,"1991-01-01 00:00","1991-12-31 00:00"
NC35,Annual,1992,92,100,96,0.618,0.428,0.250,3.352,2.270,7.822,3.531,5.860,12.803,-9,0.186,69482.4,118.872,40,364,"1991-12-31 00:00","1992-12-29 00:00"
NC35,Annual,1993,92,100,85,0.689,0.402,0.356,3.055,2.929,10.509,4.650,5.398,19.261,-9,0.303,65183.3,114.856,39,371,"1992-12-29 00:00","1994-01-04 00:00"
NC35,Annual,1994,87,100,94,0.555,0.326,0.290,2.482,3.204,8.090,4.317,4.401,12.738,-9,0.187,56288.5,88.028,34,364,"1994-01-04 00:00","1995-01-03 00:00"
NC35,Annual,1995,96,100,100,0.698,0.476,0.266,3.999,4.132,9.893,5.445,6.957,13.349,-9,0.191,77096.6,110.780,42,364,"1995-01-03 00:00","1996-01-02 00:00"
NC35,Annual,1996,88,100,94,0.819,0.510,0.457,4.404,4.485,9.923,5.726,7.600,14.529,-9,0.187,84538.1,134.277,44,364,"1996-01-02 00:00","1996-12-31 00:00"
NC35,Annual,1997,94,100,97,0.463,0.248,0.361,1.762,4.258,9.973,5.561,3.580,15.338,-9,0.219,77001.0,112.943,43,364,"1996-12-31 00:00","1997-12-30 00:00"
NC35,Annual,1998,98,100,100,0.974,0.511,0.404,4.060,5.141,10.852,6.446,7.041,15.910,-9,0.175,78144.1,118.728,42,364,"1997-12-30 00:00","1998-12-29 00:00"
NC35,Annual,1999,88,100,95,0.895,0.507,0.507,3.984,5.044,9.565,6.080,7.058,13.937,-9,0.161,82340.6,149.220,43,364,"1998-12-29 00:00","1999-12-28 00:00"
NC35,Annual,2000,91,100,90,0.811,0.274,0.305,2.012,5.024,12.406,6.706,3.528,16.492,-9,0.208,64345.8,105.315,38,371,"1999-12-28 00:00","2001-01-02 00:00"
NC35,Annual,2001,96,100,99,0.580,0.202,0.184,1.642,3.900,7.554,4.736,3.074,11.102,-9,0.116,59553.9,87.832,36,364,"2001-01-02 00:00","2002-01-01 00:00"
NC35,Annual,2002,92,100,99,0.494,0.259,0.318,2.070,4.669,9.373,5.745,3.846,13.277,-9,0.144,80521.3,117.602,39,364,"2002-01-01 00:00","2002-12-31 00:00"
NC35,Annual,2003,90,100,93,0.844,0.369,0.409,3.048,6.017,8.709,6.643,5.621,13.934,-9,0.106,84716.0,131.953,40,364,"2002-12-31 00:00","2003-12-30 00:00"
NC35,Annual,2004,83,100,83,0.586,0.243,0.398,1.836,5.607,7.565,6.066,3.318,12.099,-9,0.092,63484.8,110.596,40,364,"2003-12-30 00:00","2004-12-28 00:00"
NC35,Annual,2005,79,100,79,0.638,0.307,0.216,2.482,5.590,7.526,6.044,4.486,11.659,-9,0.086,60935.7,113.856,36,371,"2004-12-28 00:00","2006-01-03 00:00"
NC35,Annual,2006,98,100,99,0.779,0.289,0.226,2.198,4.610,8.529,5.508,4.132,13.842,-9,0.159,84146.0,125.607,46,364,"2006-01-03 00:00","2007-01-02 00:00"
NC35,Annual,2007,90,100,93,0.455,0.210,0.332,1.976,3.558,4.852,3.861,3.479,7.623,-9,0.069,55286.8,87.419,32,365,"2007-01-02 00:00","2008-01-02 00:00"
NC35,Annual,2008,96,100,99,0.983,0.548,0.801,4.158,7.277,8.527,7.580,7.544,16.562,-9,0.119,94124.9,140.477,46,363,"2008-01-02 00:00","2008-12-30 00:00"
NC35,Annual,2009,65,100,63,0.674,0.289,0.385,2.214,5.370,7.093,5.775,3.958,9.981,-9,0.068,46154.0,106.976,29,364,"2008-12-30 00:00","2009-12-29 00:00"
NC35,Annual,2010,94,100,98,0.638,0.295,0.503,2.210,6.015,6.997,6.254,4.026,8.924,-9,0.046,83201.3,122.750,41,364,"2009-12-29 00:00","2010-12-28 00:00"
NC35,Annual,2011,93,100,94,0.758,0.346,0.253,2.460,4.836,6.511,5.229,4.359,7.746,-9,0.041,60911.7,93.548,44,371,"2010-12-28 00:00","2012-01-03 00:00"
NC35,Annual,2012,98,100,97,0.483,0.214,0.232,1.635,5.993,6.290,6.077,2.890,5.603,-9,0.018,62029.0,92.913,46,364,"2012-01-03 00:00","2013-01-01 00:00"
NC35,Annual,2013,92,100,96,0.594,0.377,0.514,2.753,5.677,5.437,5.639,4.935,5.826,-9,0.016,72662.0,114.229,44,364,"2013-01-01 00:00","2013-12-31 00:00"
NC35,Annual,2014,83,100,89,0.639,0.332,0.580,2.155,5.956,6.027,5.990,3.742,6.122,-9,0.023,67157.1,118.415,40,364,"2013-12-31 00:00","2014-12-30 00:00"
NC35,Annual,2015,86,99,79,0.690,0.529,1.013,3.553,9.030,7.488,8.708,6.475,6.886,-9,0.027,74696.0,146.831,39,368,"2014-12-30 00:00","2015-12-29 00:00"
NC35,Annual,2016,96,100,100,0.513,0.304,0.417,2.195,6.281,6.088,6.256,4.038,4.598,-9,0.034,94259.0,160.223,43,371,"2015-12-29 00:00","2017-01-03 00:00"
NC35,Annual,2017,98,100,100,0.591,0.284,0.386,1.784,6.023,5.159,5.845,3.273,3.671,-9,0.019,68804.0,113.640,41,364,"2017-01-03 00:00","2018-01-02 00:00"
